"gene_id","aqp_family_subfamily","subfamilia_phylo","GreenFruit_1","GreenFruit_2","GreenFruit_3","RedFruit_1","RedFruit_2","RedFruit_3","Crown_1","Crown_2","Crown_3","LeafCtrl_1","LeafCtrl_2","LeafCtrl_3","RootsCtrl_1","RootsCtrl_3","AuxBud_1"
"Fxa6Ag01549","FaPIP2","PIP",0,0,0,0,0,0,0.889967179368892,0.976724751256192,1.05168315929024,0,0,0,0,0,0
"Fxa6Ag01550","FaPIP2","PIP",155.552487812322,142.149986025426,127.895252270507,77.9638318665557,98.5908544986489,55.7098328119453,444.093622505077,478.595128115534,474.3091048399,58.4203593994842,42.5301044535161,27.7670605471171,128.119848983788,123.513651771457,21
"Fxa6Ag01681","FaTIP1","TIP",5183.99133067169,2974.82596453209,4795.65400180326,1962.40669478745,2608.37108532295,1952.02884774405,5331.79337159903,5536.07589012009,6565.657963449,2654.09736237312,1505.79559011098,1055.14830079045,1232.15261014877,1510.49264047112,3839
"Fxa6Ag02836","FaNIP6","NIP",136.722449813988,110.384626019744,121.207918818454,11.4093412487642,9.64475750530261,7.64644764085524,21.3592123048534,29.3017425376858,27.3437621415464,16.1159612136508,13.7935473903295,23.1392171225976,19.017790083531,5.66576384272739,34
"Fxa6Ag03173","FaTIP2","TIP",178.476012332032,127.855574022869,148.793169308172,8.55700593657318,17.1462355649824,8.73879730383456,1112.45897421112,1737.59333248476,2741.73799626967,210.514743353314,124.141926512966,146.934028728494,748.700367499008,649.296536376559,1005
"Fxa6Ag04017","FaNIP5","NIP",0,0,0,0,0,0,0.889967179368892,0,0,0,0,0,5.0046816009292,0,0
"Fxa6Ag04289","FaSIP1","SIP",440.459149700153,366.889908065624,398.73225707864,90.3239515527169,124.310207846122,135.451358209436,56.9578994796091,63.4871088316525,83.0829695839293,11.0797233343849,12.6440851078021,15.0404911296884,116.108613141557,130.31256838273,79
"Fxa6Ag04290","FaSIP1","SIP",144.909422856742,135.796914024289,136.254419085573,29.4741315593076,30.0059122387192,22.9393429225657,12.4595405111645,9.76724751256192,15.7752473893537,33.2391700031548,33.3344061932964,26.6100996909872,84.0786508956106,77.0543882610925,48
"Fxa6Ag04860","FaNIP2","NIP",0,0,0,0,0,0,2.66990153810668,2.93017425376858,0,0,0,0,72.0674150533805,177.90498466164,0
"Fxa6Ag04861","FaNIP2","NIP",2.45609191282613,0.794134000142042,0.835916681506582,0,0,0,0,0,0,6.04348545511905,4.59784913010985,2.31392171225976,6.00561792111504,10.1983749169093,13
"Fxa6Ag04862","FaNIP2","NIP",0,0.794134000142042,0,0,0,0,0,0,3.15504947787073,0,0,8.09872599290914,4.00374528074336,16.9972915281822,2
"Fxa6Ag04864","FaNIP2","NIP",0,0,1.67183336301316,0,0,0,0,0,0,11.0797233343849,0,10.4126477051689,5.0046816009292,4.53261107418191,0
"Fxa6Bg00716","FaNIP1","NIP",0,0,0,6.65544906177914,8.57311778249121,6.55409797787592,10.6796061524267,23.4413940301486,8.41346527432195,0,2.29892456505492,1.15696085612988,8.00749056148672,16.9972915281822,4
"Fxa6Bg01475","FaPIP2","PIP",94.9688872959438,56.383514010085,53.4986676164213,33.2772453088957,55.7252655861928,16.3852449446898,0,1.95344950251238,1.05168315929024,5.03623787926588,31.0354816282415,5.78480428064939,477.446624728646,266.290900608187,0
"Fxa6Bg01476","FaPIP2","PIP",349.583748925586,337.506950060368,293.40675520881,21.8679040601315,26.790993070285,10.9234966297932,175.323534335672,201.205298758775,168.269305486439,8.0579806068254,20.6903210854943,2.31392171225976,300.280896055752,87.2527631780018,27
"Fxa6Bg01580","FaTIP1","TIP",3666.12652854514,1864.62663233352,3147.22630587228,4770.05542042085,5397.84928380103,5110.01172341726,2089.64293715816,2350.97647627365,3012.02056820726,621.471754301409,193.109663464614,203.625110678858,384.359546951363,533.71495398492,2077
"Fxa6Bg02677","FaNIP6","NIP",86.78191425319,46.8539060083805,62.6937511129937,4.7538921869851,7.50147805967981,2.18469932595864,24.0291138429601,17.5810455226115,29.4471284601268,11.0797233343849,9.1956982602197,18.511373698078,19.017790083531,4.53261107418191,15
"Fxa6Bg02964","FaTIP2","TIP",198.943444938917,131.032110023437,188.917170020488,13.3108981235583,11.7880369509254,4.36939865191728,367.556445079352,327.202791670824,477.464154317771,313.253996090338,186.212889769449,180.485893556261,1098.02714324387,777.342799222198,804
"Fxa6Bg03993","FaSIP1","SIP",507.592328650734,502.686822089913,476.472508458752,187.303352167213,223.972702067583,194.438240010319,94.3365210131026,88.8819523643134,145.132275982054,133.963927588472,125.291388795493,130.736576742676,47.0440070487345,78.187541029638,79
"Fxa6Bg04002","FaSIP1","SIP",39.2974706052181,62.7365860112213,45.1395008013554,22.8186824975285,40.7223094668332,29.4934409004417,40.938490250969,28.3250177864296,62.0493063981244,48.3478836409524,37.9322553234063,38.179708252286,41.0383891276194,33.9945830563643,38
"Fxa6Bg04544","FaNIP2","NIP",0,0,0,0,0,0,0,0,0,0,0,0,0,11.3315276854548,0
"Fxa6Bg04546","FaNIP2","NIP",0.818697304275377,0,0,0,0,0,0,0,0,0,0,1.15696085612988,0,0,0
"Fxa6Cg00057","FaSIP1","SIP",142.453330943916,145.326522025994,135.418502404066,114.093412487642,187.536951491995,150.744253491146,129.935208187858,99.6259246281315,160.907523371407,103.746500312877,106.899992275054,115.696085612988,112.104867860814,100.850596400548,173
"Fxa6Cg01396","FaPIP2","PIP",53.2153247778995,23.8240200042613,30.093000534237,14.2616765609553,4.2865588912456,7.64644764085524,13.3495076905334,11.7206970150743,18.9302968672244,8.0579806068254,11.4946228252746,9.25568684903902,152.142320668248,31.7282775192734,15
"Fxa6Cg01397","FaPIP2","PIP",217.77348293725,180.268418032244,195.60450347254,52.2928140568361,111.450531172386,30.585790563421,218.931926124747,266.64585709294,277.644354052625,41.2971506099802,58.6225764089006,30.0809822593768,317.296813498911,100.850596400548,131
"Fxa6Cg01508","FaTIP1","TIP",4581.43011472501,2997.06171653607,3864.44281860493,324.215447152384,339.709792131214,281.826213048665,3031.22821293045,2560.97229779373,2157.00215970429,397.862792462004,603.467698326918,425.761595055795,1490.39418075672,835.133590418017,1777
"Fxa6Cg02462","FaNIP6","NIP",47.4844436479719,43.6773700078123,55.1705009794344,6.65544906177914,4.2865588912456,4.36939865191728,9.78963897305781,10.7439722638181,18.9302968672244,10.0724757585318,6.89677369516477,1.15696085612988,19.017790083531,11.3315276854548,21
"Fxa6Cg03541","FaSIP1","SIP",379.875549183775,482.833472086362,459.75417482862,111.241077175451,183.25039260075,131.081959557518,1.77993435873778,2.93017425376858,0,44.3188933375397,48.2774158661534,72.8885339361823,20.0187264037168,24.9293609080005,52
"Fxa6Cg03543","FaSIP1","SIP",139.178541726814,111.972894020028,146.285419263652,96.9794006144961,109.307251726763,83.0185743864284,12.4595405111645,21.4879445276362,26.2920789822561,34.246417579008,8.04623597769224,34.7088256838963,47.0440070487345,35.1277358249098,52
"Fxa6Cg04054","FaNIP2","NIP",0,0,0,0,0,0,0,15.6275960200991,0,0,0,0,0,0,0
"Fxa6Cg04057","FaNIP2","NIP",19.6487353026091,18.265082003267,17.5542503116382,0,0,0,0,0,3.15504947787073,6.04348545511905,2.29892456505492,4.62784342451951,5.0046816009292,2.26630553709096,12
"Fxa6Dg00623","FaNIP1","NIP",0,0,0,150.222993108729,167.175796758579,174.775946076691,0,0,0,0,0,0,0,0,0
"Fxa6Dg00624","FaNIP1","NIP",126.079384858408,219.180984039204,169.691086345836,9394.64173991996,11934.8515929506,12444.0473606604,259.870416375717,225.62341754018,191.406334990824,4.0289903034127,1.14946228252746,1.15696085612988,43.0402617679911,22.6630553709096,25
"Fxa6Dg01485","FaTIP1","TIP",265.257926585222,132.620378023721,159.660086167757,15.2124549983523,27.8626327930964,5.4617483148966,741.342660414287,586.034850753715,703.576033565173,486.500579137084,358.632232148568,227.921288657586,176.164792352708,257.225678459824,1572
"Fxa6Dg02490","FaNIP6","NIP",60.5836005163779,53.2069780095168,48.4831675273818,3.80311374958808,2.1432794456228,10.9234966297932,28.4789497398045,23.4413940301486,25.2403958229659,28.2029321238889,13.7935473903295,16.1974519858183,32.0299622459469,19.2635970652731,51
"Fxa6Dg02788","FaTIP2","TIP",166.195552767902,132.620378023721,184.737586612955,29.4741315593076,53.58198614057,39.3245878672555,308.818611241006,251.018261072841,321.815046742815,264.906112449385,288.515032914393,220.979523520807,1062.99437203736,746.74767447147,689
"Fxa6Dg03788","FaSIP1","SIP",342.215473187108,383.566722068606,377.834340040975,149.272214671332,165.032517312956,163.852449446898,78.3171117844625,75.2078058467268,99.9099001325732,76.5508157648413,74.715048364285,80.9872599290914,96.0898867378406,128.046262845639,98
"Fxa6Dg03790","FaSIP1","SIP",9.82436765130453,11.9120100021306,14.2105835856119,2.85233531219106,16.074595842171,6.55409797787592,1.77993435873778,0.976724751256192,2.10336631858049,5.03623787926588,8.04623597769224,15.0404911296884,8.00749056148672,6.79891661127287,6
"Fxa6Dg04288","FaNIP2","NIP",0,0,0,0,0,0,0,0,0,0,0,1.15696085612988,4.00374528074336,0,8
"Fxa6Dg04289","FaNIP2","NIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fxa7Ag00344","FaTIP1","TIP",2.45609191282613,3.97067000071021,0.835916681506582,11.4093412487642,35.3641108527762,3.27704898893796,40.938490250969,38.0922652989915,33.6538610972878,19.1377039412103,14.943009672857,10.4126477051689,2105.97001767101,1528.62308476785,49
"Fxa7Ag01470","FaPIP1","PIP",1247.69469171567,1168.17111420894,1217.09468827358,1131.42634050245,834.807344070081,667.425644080365,2980.50008370642,3630.48590041926,5438.25361668985,807.812555834247,658.641887888236,429.232477624185,1894.7724541118,2208.51474589514,1299
"Fxa7Ag01972","FaPIP2","PIP",1416.3463363964,1161.81804220781,1191.18127114688,3827.8339889604,4046.51159333585,3840.70141503529,4615.36979220708,4903.15825130608,4969.2029276464,674.855875821627,242.536541613295,336.675609133794,2120.98406247379,1541.08776522185,1763
"Fxa7Ag02144","FaTIP1","TIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fxa7Ag02374","FaPIP1","PIP",9207.06988388089,8912.56588359414,8140.9925611926,10633.5060438483,9952.31810574948,8626.28528854769,3351.61639750325,3601.18415788158,3633.56531534779,980.05189130514,1042.56229025241,598.148762619147,7662.1675310226,4974.54065391465,1555
"Fxa7Ag02742","FaTIP5","TIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fxa7Bg00386","FaTIP1","TIP",1.63739460855075,5.55893800099429,1.67183336301316,5.70467062438212,0,0,89.8866851162581,338.923488685899,425.931679512549,20.1449515170635,19.5408588029669,26.6100996909872,676.632952445628,427.198593741645,108
"Fxa7Bg01478","FaPIP1","PIP",547.708496560227,366.889908065624,456.410508102594,44.68658655766,28.9342725159078,19.6622939336278,672.815187602882,725.70649018335,865.535240095871,405.92077306883,389.66771377681,185.11373698078,1853.73406498418,2066.87064982695,912
"Fxa7Bg01892","FaPIP2","PIP",1296.8165299722,1052.22755018821,1054.92685206131,847.143587720745,985.908544986489,791.953505660007,4656.30828245804,5997.08997271302,8661.66249991445,324.333719424722,72.4161237992301,185.11373698078,2275.12825578241,1016.43803338529,935
"Fxa7Bg02050","FaTIP1","TIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fxa7Bg02233","FaPIP1","PIP",1214.94679954466,1337.3216562392,1096.72268613664,14667.6589537238,14786.4848953517,12440.7703116715,2404.69131865475,2012.05298758775,1600.66176843975,225.623456991111,208.052673137471,180.485893556261,4120.8548302051,1849.30531826622,739
"Fxa7Bg02566","FaTIP5","TIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fxa7Cg00335","FaTIP1","TIP",2.45609191282613,6.35307200113634,0.835916681506582,15.2124549983523,7.50147805967981,8.73879730383456,45.3883261478135,133.811290922098,128.30534543341,7.05073303097223,0,2.31392171225976,1161.08613141557,824.935215501108,10
"Fxa7Cg01379","FaPIP1","PIP",934.952321482481,779.839588139485,978.022517362701,326.117004027178,339.709792131214,215.192883606926,1074.19038549825,904.447119663233,1853.06572666941,2339.83611870693,1950.6374934491,1382.5682230752,1918.79492579626,1981.88419218604,1319
"Fxa7Cg01769","FaPIP2","PIP",14084.8684227536,11548.2966300656,11674.4123739209,17038.900376592,18795.4890983892,17140.0585618085,4292.31170609617,4552.51406560511,7063.10409779328,1049.55197403901,419.553733122524,534.515915532004,1838.72002018139,1512.75894600821,1150
"Fxa7Cg01932","FaTIP1","TIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fxa7Cg02122","FaPIP1","PIP",11086.7988944972,10912.9894299519,9925.67467620916,62079.1765129637,69346.8781028486,58156.696057019,3452.18268877193,2777.80519257261,2616.58770031413,891.41410463006,817.267682877026,653.682883713381,11857.0916489215,7852.74868602016,5066
"Fxa7Cg02454","FaTIP5","TIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fxa7Dg00308","FaTIP1","TIP",0.818697304275377,1.58826800028408,0,2.85233531219106,3.2149191684342,0,111.245897421112,189.484601743701,191.406334990824,7.05073303097223,11.4946228252746,15.0404911296884,1825.70784801897,1149.01690730511,97
"Fxa7Dg01388","FaPIP1","PIP",432.272176657399,447.09744207997,416.286507390278,77.0130534291586,110.378891449574,41.5092871932142,681.714859396571,604.592621027583,981.220387617798,285.051063966449,260.927938133734,135.364420167196,570.533702505929,593.772050717831,743
"Fxa7Dg01838","FaPIP2","PIP",1110.15354459741,946.607728169314,1018.98243475652,1558.32585889372,1671.75796758579,1451.73270209952,1413.2678808378,1628.20016034407,2207.48295135022,703.058807945516,296.561268892085,436.174242760964,877.821152802982,560.910620430012,820
"Fxa7Dg01994","FaTIP1","TIP",0,1.58826800028408,0.835916681506582,2.85233531219106,0,0,0,0,0,0,0,0,1.00093632018584,0,0
"Fxa7Dg02199","FaPIP1","PIP",5889.70840695706,5682.82290501645,5101.59950723467,2932.20070093241,2387.6133024238,2246.96325674846,1876.94078128899,1915.35723721339,2111.77978385481,417.000496403215,517.258027137358,323.949039716366,3764.52150021894,2453.27574390096,574
